roc_auc,f1,precision,recall,accuracy
0.9483494279584965,0.44234800838574434,0.2839944666691592,0.9998683690930631,0.8275464630456707
0.9483494279584965,0.4716547656007451,0.3086173973103644,0.9998683690930631,0.8467619939489986
0.9483494279584965,0.47925802075775265,0.31516056758775207,0.9998683690930631,0.8513632761849877
0.9483494279584965,0.4856001278568004,0.32066869300911854,0.9998683690930631,0.8550911251980983
0.9483494279584965,0.4881591208508725,0.3229042679816358,0.9998683690930631,0.8565678576573981
0.9483494279584965,0.4902384717157701,0.3247264021887825,0.9998683690930631,0.8577564471978101
0.9483494279584965,0.49149142672274343,0.325826791918672,0.9998683690930631,0.8584678000288143
0.9483494279584965,0.4926549275221325,0.3268502581755594,0.9998683690930631,0.859125126062527
0.9483494279584965,0.49364744110479286,0.32772456639917164,0.9998683690930631,0.859683402967872
0.9483494279584965,0.4944829606483742,0.3284614719363487,0.9998683690930631,0.8601516352110646
0.9483494279584965,0.49519215098275693,0.3290876007278399,0.9998683690930631,0.8605478317245354
0.9483494279584965,0.4955313458151216,0.3293872772212827,0.9998683690930631,0.8607369255150554
0.9483494279584965,0.49603291213635026,0.3298306556665219,0.9998683690930631,0.861016063967728
0.9483494279584965,0.49645436423646283,0.3302034428794992,0.9998683690930631,0.8612501800893243
0.9483494279584965,0.4968927847190423,0.33059146102624365,0.9998683690930631,0.8614933006771358
0.9483494279584965,0.497218040191137,0.33087947031406545,0.9998683690930631,0.8616733900014407
0.9483494279584965,0.4974948423224286,0.3311246730601569,0.9998683690930631,0.8618264659270999
0.9483494279584965,0.49778826304924806,0.33138469592531195,0.9998683690930631,0.8619885463189743
0.9483494279584965,0.49800039336523955,0.33157274433628703,0.9998683690930631,0.8621056043797724
0.9483494279584965,0.4980983606557377,0.3316596079116273,0.9998683690930631,0.8621596311770638
0.9483494279584965,0.4982288113356075,0.3317897863789262,0.9997367381861261,0.8622496758392163
0.9483494279584965,0.4983595800524934,0.33190578158458245,0.9997367381861261,0.8623217115689382
0.9483494279584965,0.49857222568680865,0.3320944468736336,0.9997367381861261,0.8624387696297363
0.9483494279584965,0.4987193800485978,0.3322395764973531,0.9996051072791892,0.862537818758104
0.9483494279584965,0.49876851334931527,0.332283188938479,0.9996051072791892,0.8625648321567497
0.9483494279584965,0.49886680899983576,0.3323704481792717,0.9996051072791892,0.8626188589540412
0.9483494279584965,0.49911271771278337,0.3325887969167433,0.9996051072791892,0.8627539259472699
0.9483494279584965,0.4992767915844839,0.3327345221925251,0.9996051072791892,0.8628439706094223
0.9483494279584965,0.4993752876964556,0.3328220186702897,0.9996051072791892,0.8628979974067137
0.9483494279584965,0.4995395342718063,0.33296794843688343,0.9996051072791892,0.8629880420688661
0.9483494279584965,0.49976966107272125,0.3331724652305532,0.9996051072791892,0.8631141045958796
0.9483494279584965,0.5000493859678004,0.33342114506498066,0.9996051072791892,0.8632671805215387
0.9483494279584965,0.500197628458498,0.33356763168299436,0.9994734763722523,0.8633662296499064
0.9483494279584965,0.5004943642475776,0.33383161134315237,0.9994734763722523,0.8635283100417808
0.9483494279584965,0.5007584251137638,0.33406661093756873,0.9994734763722523,0.8636723815012246
0.9483494279584965,0.5009731798238379,0.3342577918647649,0.9994734763722523,0.8637894395620228
0.9483494279584965,0.5011550392713352,0.33441973133671,0.9994734763722523,0.8638884886903905
0.9483494279584965,0.5014529124290055,0.3346850619297395,0.9994734763722523,0.8640505690822649
0.9483494279584965,0.5016185505714474,0.3348326498214049,0.9994734763722523,0.8641406137444172
0.9483494279584965,0.5017677184867008,0.3349655902593965,0.9994734763722523,0.8642216539403544
0.9483494279584965,0.5019501553513586,0.3351282164452487,0.9994734763722523,0.8643207030687221
0.9483494279584965,0.5020663206268391,0.3352317880794702,0.9994734763722523,0.8643837343322288
0.9483494279584965,0.5022489747321075,0.3353946729095808,0.9994734763722523,0.8644827834605965
0.9483494279584965,0.502315427361736,0.335453943008615,0.9994734763722523,0.8645188013254574
0.9483494279584965,0.5023985178813644,0.3355280600972161,0.9994734763722523,0.8645638236565336
0.9483494279584965,0.5024154589371981,0.33555801104972377,0.9993418454653152,0.8645908370551794
0.9483494279584965,0.5023991528508555,0.33555830607373355,0.9992102145583783,0.8645998415213946
0.9483494279584965,0.5023991528508555,0.33555830607373355,0.9992102145583783,0.8645998415213946
0.9483494279584965,0.5025654606243172,0.3357067044047408,0.9992102145583783,0.864689886183547
0.9483494279584965,0.5026153744289215,0.33575124950241053,0.9992102145583783,0.8647168995821928
0.9483494279584965,0.5026157208131912,0.3357664233576642,0.9990785836514413,0.8647349085146232
0.9483494279584965,0.5027322404371585,0.335870431011594,0.9990785836514413,0.8647979397781299
0.9483494279584965,0.5027988473386108,0.3359298928919182,0.9990785836514413,0.8648339576429909
0.9483494279584965,0.5027992182065127,0.33594510845506864,0.9989469527445044,0.8648519665754214
0.9483494279584965,0.5027995891727131,0.3359603294075976,0.9988153218375675,0.8648699755078519
0.9483494279584965,0.5028329081210033,0.33599008147360965,0.9988153218375675,0.8648879844402824
0.9483494279584965,0.502916224814422,0.33606448469817085,0.9988153218375675,0.8649330067713586
0.9483494279584965,0.5029166114278139,0.3360797342192691,0.9986836909306305,0.8649510157037891
0.9483494279584965,0.5029499502817367,0.33610951136313294,0.9986836909306305,0.8649690246362196
0.9483494279584965,0.5030166412517404,0.33616908148345076,0.9986836909306305,0.8650050425010806
0.9483494279584965,0.5030333167578319,0.3361839773130096,0.9986836909306305,0.8650140469672958
0.9483494279584965,0.5031167108753316,0.33625847626645394,0.9986836909306305,0.865059069298372
0.9483494279584965,0.5048336555770384,0.3380206240792822,0.9967092273265763,0.8662476588387841
0.9483494279584965,0.5048673156420856,0.3380508058395464,0.9967092273265763,0.8662656677712145
0.9483494279584965,0.5049009801960392,0.3380809929901326,0.9967092273265763,0.866283676703645
0.9483494279584965,0.5049851612257829,0.33815648445873525,0.9967092273265763,0.8663286990347212
0.9483494279584965,0.504953467427199,0.3381735323027433,0.9963143346057655,0.8663647168995822
0.9483494279584965,0.504937942079274,0.3381899441340782,0.9960510727918915,0.8663917302982279
0.9483494279584965,0.5049723019422011,0.3382359515400778,0.9959194418849546,0.8664277481630889
0.9483494279584965,0.5050909697880154,0.33835763485106,0.9957878109780176,0.8665087883590261
0.9483494279584965,0.5052427703199092,0.3384938923441765,0.9957878109780176,0.8665898285549632
0.9483494279584965,0.5051322344444816,0.33856220867694514,0.9943398710017112,0.8667248955481919
0.9483494279584965,0.5054274993299384,0.3389960001797672,0.9928919310254047,0.8670760697305864
0.9483494279584965,0.5055506963600889,0.33955443083736275,0.9890746347242333,0.867652355568362
0.9483494279584965,0.5065889765913479,0.3410728948088678,0.9842042911675661,0.8688499495749892
0.9483494279584965,0.5085592988222405,0.34366757669705245,0.9776227458207187,0.8707498919464054
0.9483494279584965,0.5111134373146307,0.3477352578102744,0.964064762406213,0.8738384238582337
0.9483494279584965,0.5147965252496125,0.35446242430259106,0.9399763064367513,0.8787908802766172
0.9483494279584965,0.5179036335509187,0.36300645297789064,0.9033829143082795,0.8849499351678433
0.9483494279584965,0.51923465879212,0.3747956085026863,0.8448071607213373,0.8929819190318398
0.9483494279584965,0.5243762673014194,0.3941944462853734,0.7829406344609714,0.9028418095375306
0.9483494279584965,0.5233439839763461,0.410335028417589,0.7222587863630381,0.9100003601786486
0.9483494279584965,0.5249109427524961,0.42411221015080264,0.6885612741871792,0.9147367094078663
0.9483494279584965,0.5215062402913921,0.43966763005780346,0.6407792549690667,0.9195631032992364
0.9483494279584965,0.5149515486594138,0.4695359930615785,0.5700934579439252,0.9265325601498343
0.9483494279584965,0.5087663776188367,0.4900024384296513,0.5290246149795972,0.9301163377035009
0.9483494279584965,0.5062069852704703,0.4949685534591195,0.5179676187968935,0.9308727128655814
0.9483494279584965,0.5023400936037441,0.49621163477590857,0.5086218244043701,0.9310618066561014
0.9483494279584965,0.4962762802346273,0.4969640971488912,0.4955903646176122,0.9311788647168996
0.9483494279584965,0.4906720160481445,0.49864093503669477,0.4829537975516651,0.9314129808384959
0.9483494279584965,0.480437756497948,0.5000711946461626,0.46228774516256416,0.931602074629016
0.9483494279584965,0.4595418764626622,0.4981549815498155,0.4264841384757141,0.9313769629736349
0.9483494279584965,0.33816754819996586,0.48048484848484846,0.2608924575490325,0.9301433511021466
0.9483494279584965,0.09560692242526928,0.5930930930930931,0.05199420824009478,0.9327096239734909
0.9483494279584965,0.004203336398266123,1.0,0.0021060945109911806,0.9317371416222446
0.9483494279584965,0.0,0.0,0.0,0.9315930701628008
0.9483494279584965,0.0,0.0,0.0,0.9315930701628008
0.9483494279584965,0.0,0.0,0.0,0.9315930701628008
0.9483494279584965,0.0,0.0,0.0,0.9315930701628008
